player_name,team_abbr,position,position_family,overall,trait_grade,trait_delta_vs_madden,performance_grade,performance_weight,macabets_rating,final_delta_vs_madden,rating_source
Sydney Brown,ATL,SS,DB,72.0,72.9,0.9000000000000057,,0.0,72.9,0.9000000000000057,Madden 27 baseline
Shavon Revel Jr,DAL,CB,DB,72.0,72.97,0.9699999999999989,,0.0,72.97,0.9699999999999989,Madden 27 baseline
Markquese Bell,DAL,SS,DB,72.0,72.03,0.030000000000001137,,0.0,72.03,0.030000000000001137,Madden 27 baseline
Ennis Rakestraw Jr,DET,CB,DB,72.0,73.06,1.0600000000000023,,0.0,73.06,1.0600000000000023,Madden 27 baseline
Brandon Cisse,GB,CB,DB,72.0,72.89,0.8900000000000006,,0.0,72.89,0.8900000000000006,Madden 27 baseline
Ja'Marcus Ingram,HOU,CB,DB,72.0,73.13,1.1299999999999955,,0.0,73.13,1.1299999999999955,Madden 27 baseline
Kaiir Elam,KC,CB,DB,72.0,73.31,1.3100000000000023,,0.0,73.31,1.3100000000000023,Madden 27 baseline
Genesis Smith,LAC,SS,DB,72.0,72.77,0.769999999999996,,0.0,72.77,0.769999999999996,Madden 27 baseline
JuJu Brents,MIA,CB,DB,72.0,73.26,1.2600000000000051,,0.0,73.26,1.2600000000000051,Madden 27 baseline
Isaac Yiadom,NO,CB,DB,72.0,73.61,1.6099999999999994,,0.0,73.61,1.6099999999999994,Madden 27 baseline
Jonathan Jones,PHI,CB,DB,72.0,73.34,1.3400000000000034,,0.0,73.34,1.3400000000000034,Madden 27 baseline
Daylen Everette,PIT,CB,DB,72.0,72.97,0.9699999999999989,,0.0,72.97,0.9699999999999989,Madden 27 baseline
Nazeeh Johnson,TEN,CB,DB,72.0,73.13,1.1299999999999955,,0.0,73.13,1.1299999999999955,Madden 27 baseline
Antonio Hamilton Sr,WAS,CB,DB,72.0,73.37,1.3700000000000045,,0.0,73.37,1.3700000000000045,Madden 27 baseline
Will Harris,WAS,FS,DB,72.0,72.66,0.6599999999999966,,0.0,72.66,0.6599999999999966,Madden 27 baseline
Denzel Burke,ARI,CB,DB,71.0,72.62,1.6200000000000045,,0.0,72.62,1.6200000000000045,Madden 27 baseline
Elijah Jones,ARI,CB,DB,71.0,72.01,1.0100000000000051,,0.0,72.01,1.0100000000000051,Madden 27 baseline
Darnay Holmes,ATL,CB,DB,71.0,72.83,1.8299999999999983,,0.0,72.83,1.8299999999999983,Madden 27 baseline
Chandler Rivers,BAL,CB,DB,71.0,72.11,1.1099999999999994,,0.0,72.11,1.1099999999999994,Madden 27 baseline
K'Von Wallace,BAL,FS,DB,71.0,72.07,1.0699999999999932,,0.0,72.07,1.0699999999999932,Madden 27 baseline
Akayleb Evans,CAR,CB,DB,71.0,72.3,1.2999999999999972,,0.0,72.3,1.2999999999999972,Madden 27 baseline
Josh Newton,CIN,CB,DB,71.0,72.45,1.4500000000000028,,0.0,72.45,1.4500000000000028,Madden 27 baseline
Tacario Davis,CIN,CB,DB,71.0,72.21,1.2099999999999937,,0.0,72.21,1.2099999999999937,Madden 27 baseline
Ja'Sir Taylor,CIN,CB,DB,71.0,72.15,1.1500000000000057,,0.0,72.15,1.1500000000000057,Madden 27 baseline
Noah Igbinoghene,CLE,CB,DB,71.0,72.22,1.2199999999999989,,0.0,72.22,1.2199999999999989,Madden 27 baseline
Devin Moore,DAL,CB,DB,71.0,72.49,1.4899999999999949,,0.0,72.49,1.4899999999999949,Madden 27 baseline
Caelen Carson,DAL,CB,DB,71.0,72.36,1.3599999999999994,,0.0,72.36,1.3599999999999994,Madden 27 baseline
Rock Ya-Sin,DET,CB,DB,71.0,72.78,1.7800000000000011,,0.0,72.78,1.7800000000000011,Madden 27 baseline
Kamari Ramsey,HOU,FS,DB,71.0,71.81,0.8100000000000023,,0.0,71.81,0.8100000000000023,Madden 27 baseline
Justin Walley,IND,CB,DB,71.0,72.66,1.6599999999999966,,0.0,72.66,1.6599999999999966,Madden 27 baseline
Jonathan Owens,IND,FS,DB,71.0,71.64,0.6400000000000006,,0.0,71.64,0.6400000000000006,Madden 27 baseline
Isaiah Pola-Mao,LV,FS,DB,71.0,72.52,1.519999999999996,,0.0,72.52,1.519999999999996,Madden 27 baseline
Jay Ward,MIN,FS,DB,71.0,72.4,1.4000000000000057,,0.0,72.4,1.4000000000000057,Madden 27 baseline
Kindle Vildor,NE,CB,DB,71.0,72.67,1.6700000000000017,,0.0,72.67,1.6700000000000017,Madden 27 baseline
Tre Brown,NYJ,CB,DB,71.0,72.29,1.2900000000000063,,0.0,72.29,1.2900000000000063,Madden 27 baseline
Samuel Womack III,NYJ,CB,DB,71.0,72.23,1.230000000000004,,0.0,72.23,1.230000000000004,Madden 27 baseline
Malachi Moore,NYJ,FS,DB,71.0,71.98,0.980000000000004,,0.0,71.98,0.980000000000004,Madden 27 baseline
Mac McWilliams,PHI,CB,DB,71.0,72.47,1.4699999999999989,,0.0,72.47,1.4699999999999989,Madden 27 baseline
Ambry Thomas,PHI,CB,DB,71.0,72.23,1.230000000000004,,0.0,72.23,1.230000000000004,Madden 27 baseline
Julian Neal,SEA,CB,DB,71.0,72.58,1.5799999999999983,,0.0,72.58,1.5799999999999983,Madden 27 baseline
Darrick Forrest,SF,FS,DB,71.0,71.65,0.6500000000000057,,0.0,71.65,0.6500000000000057,Madden 27 baseline
Terrell Burgess,TEN,FS,DB,71.0,72.16,1.1599999999999966,,0.0,72.16,1.1599999999999966,Madden 27 baseline
Marcus Harris,TEN,CB,DB,71.0,71.94,0.9399999999999977,,0.0,71.94,0.9399999999999977,Madden 27 baseline
Marcus Harris,TEN,CB,DB,71.0,71.94,0.9399999999999977,,0.0,71.94,0.9399999999999977,Madden 27 baseline
C.J. Henderson,ATL,CB,DB,70.0,71.58,1.5799999999999983,,0.0,71.58,1.5799999999999983,Madden 27 baseline
T.J. Tampa,BAL,CB,DB,70.0,71.77,1.769999999999996,,0.0,71.77,1.769999999999996,Madden 27 baseline
Jordan Hancock,BUF,SS,DB,70.0,71.06,1.0600000000000023,,0.0,71.06,1.0600000000000023,Madden 27 baseline
Will Lee III,CAR,CB,DB,70.0,71.23,1.230000000000004,,0.0,71.23,1.230000000000004,Madden 27 baseline
Lathan Ransom,CAR,SS,DB,70.0,70.67,0.6700000000000017,,0.0,70.67,0.6700000000000017,Madden 27 baseline
Malik Muhammad,CHI,CB,DB,70.0,71.19,1.1899999999999977,,0.0,71.19,1.1899999999999977,Madden 27 baseline
Damarri Mathis,CLE,CB,DB,70.0,71.65,1.6500000000000057,,0.0,71.65,1.6500000000000057,Madden 27 baseline
Thomas Harper,DET,SS,DB,70.0,70.95,0.9500000000000028,,0.0,70.95,0.9500000000000028,Madden 27 baseline
Jaylin Smith,HOU,CB,DB,70.0,71.67,1.6700000000000017,,0.0,71.67,1.6700000000000017,Madden 27 baseline
M.J. Stewart Jr,HOU,SS,DB,70.0,71.6,1.5999999999999943,,0.0,71.6,1.5999999999999943,Madden 27 baseline
Corey Ballentine,JAX,CB,DB,70.0,71.56,1.5600000000000023,,0.0,71.56,1.5600000000000023,Madden 27 baseline
Jalen Huskey,JAX,FS,DB,70.0,71.1,1.0999999999999943,,0.0,71.1,1.0999999999999943,Madden 27 baseline
R.J. Mickens,LAC,FS,DB,70.0,71.07,1.0699999999999932,,0.0,71.07,1.0699999999999932,Madden 27 baseline
Alex Austin,MIA,CB,DB,70.0,71.96,1.9599999999999937,,0.0,71.96,1.9599999999999937,Madden 27 baseline
Michael Taaffe,MIA,FS,DB,70.0,71.19,1.1899999999999977,,0.0,71.19,1.1899999999999977,Madden 27 baseline
Theo Jackson,MIN,FS,DB,70.0,70.83,0.8299999999999983,,0.0,70.83,0.8299999999999983,Madden 27 baseline
Ephesians Prysock,SF,CB,DB,70.0,71.35,1.3499999999999943,,0.0,71.35,1.3499999999999943,Madden 27 baseline
Percy Butler,WAS,FS,DB,70.0,71.32,1.3199999999999932,,0.0,71.32,1.3199999999999932,Madden 27 baseline
DeMarcco Hellams,ATL,FS,DB,69.0,69.86,0.8599999999999994,,0.0,69.86,0.8599999999999994,Madden 27 baseline
Robert Longerbeam,BAL,CB,DB,69.0,70.43,1.4300000000000068,,0.0,70.43,1.4300000000000068,Madden 27 baseline
Bilhal Kone,BAL,CB,DB,69.0,70.41,1.4099999999999966,,0.0,70.41,1.4099999999999966,Madden 27 baseline
Zakee Wheatley,CAR,FS,DB,69.0,70.6,1.5999999999999943,,0.0,70.6,1.5999999999999943,Madden 27 baseline
Terell Smith,CHI,CB,DB,69.0,70.31,1.3100000000000023,,0.0,70.31,1.3100000000000023,Madden 27 baseline
Jaylen McCollough,LA,SS,DB,69.0,70.6,1.5999999999999943,,0.0,70.6,1.5999999999999943,Madden 27 baseline
Darrell Luter Jr,LV,CB,DB,69.0,70.47,1.4699999999999989,,0.0,70.47,1.4699999999999989,Madden 27 baseline
Marco Wilson,MIA,CB,DB,69.0,70.51,1.5100000000000051,,0.0,70.51,1.5100000000000051,Madden 27 baseline
Jason Marshall Jr,MIA,CB,DB,69.0,70.46,1.4599999999999937,,0.0,70.46,1.4599999999999937,Madden 27 baseline
Tavierre Thomas,MIN,FS,DB,69.0,70.78,1.7800000000000011,,0.0,70.78,1.7800000000000011,Madden 27 baseline
Charles Demmings,MIN,CB,DB,69.0,70.09,1.0900000000000034,,0.0,70.09,1.0900000000000034,Madden 27 baseline
Dell Pettus,NE,SS,DB,69.0,70.05,1.0499999999999972,,0.0,70.05,1.0499999999999972,Madden 27 baseline
Decamerion Richardson,NO,CB,DB,69.0,69.83,0.8299999999999983,,0.0,69.83,0.8299999999999983,Madden 27 baseline
Nehemiah Pritchett,SEA,CB,DB,69.0,70.52,1.519999999999996,,0.0,70.52,1.519999999999996,Madden 27 baseline
Rodney Thomas II,SEA,SS,DB,69.0,70.47,1.4699999999999989,,0.0,70.47,1.4699999999999989,Madden 27 baseline
Josh Hayes,TB,CB,DB,69.0,70.62,1.6200000000000045,,0.0,70.62,1.6200000000000045,Madden 27 baseline
Jaylon Jones,TEN,CB,DB,69.0,70.32,1.3199999999999932,,0.0,70.32,1.3199999999999932,Madden 27 baseline
Jaylon Jones,TEN,CB,DB,69.0,70.32,1.3199999999999932,,0.0,70.32,1.3199999999999932,Madden 27 baseline
Darius Rush,WAS,CB,DB,69.0,70.51,1.5100000000000051,,0.0,70.51,1.5100000000000051,Madden 27 baseline
Jammie Robinson,ATL,SS,DB,68.0,68.96,0.9599999999999937,,0.0,68.96,0.9599999999999937,Madden 27 baseline
Sam Franklin Jr,BUF,FS,DB,68.0,69.34,1.3400000000000034,,0.0,69.34,1.3400000000000034,Madden 27 baseline
Robert Rochell,CAR,CB,DB,68.0,69.66,1.6599999999999966,,0.0,69.66,1.6599999999999966,Madden 27 baseline
Elijah Hicks,CHI,FS,DB,68.0,69.4,1.4000000000000057,,0.0,69.4,1.4000000000000057,Madden 27 baseline
Russ Yeast,CIN,FS,DB,68.0,69.51,1.5100000000000051,,0.0,69.51,1.5100000000000051,Madden 27 baseline
Myles Bryant,CLE,SS,DB,68.0,69.55,1.5499999999999972,,0.0,69.55,1.5499999999999972,Madden 27 baseline
Myles Harden,CLE,CB,DB,68.0,69.32,1.3199999999999932,,0.0,69.32,1.3199999999999932,Madden 27 baseline
Trikweze Bridges,DAL,CB,DB,68.0,69.54,1.5400000000000063,,0.0,69.54,1.5400000000000063,Madden 27 baseline
Josh Butler,DAL,CB,DB,68.0,69.52,1.519999999999996,,0.0,69.52,1.519999999999996,Madden 27 baseline
Keith Abney II,DET,CB,DB,68.0,69.72,1.7199999999999989,,0.0,69.72,1.7199999999999989,Madden 27 baseline
Tremon Smith,HOU,CB,DB,68.0,69.78,1.7800000000000011,,0.0,69.78,1.7800000000000011,Madden 27 baseline
Daniel Scott,IND,FS,DB,68.0,69.68,1.6800000000000068,,0.0,69.68,1.6800000000000068,Madden 27 baseline
Hezekiah Masses,LV,CB,DB,68.0,69.66,1.6599999999999966,,0.0,69.66,1.6599999999999966,Madden 27 baseline
Dalton Johnson,LV,SS,DB,68.0,69.23,1.230000000000004,,0.0,69.23,1.230000000000004,Madden 27 baseline
Karon Prunty,NE,CB,DB,68.0,69.6,1.5999999999999943,,0.0,69.6,1.5999999999999943,Madden 27 baseline
Jaylen Reed,NE,FS,DB,68.0,69.28,1.2800000000000011,,0.0,69.28,1.2800000000000011,Madden 27 baseline
Korie Black,NYG,CB,DB,68.0,69.55,1.5499999999999972,,0.0,69.55,1.5499999999999972,Madden 27 baseline
Qwan'tez Stiggers,NYJ,CB,DB,68.0,69.44,1.4399999999999977,,0.0,69.44,1.4399999999999977,Madden 27 baseline
Donte Kent,PIT,CB,DB,68.0,69.35,1.3499999999999943,,0.0,69.35,1.3499999999999943,Madden 27 baseline
Amani Oruwariye,BAL,CB,DB,67.0,69.52,2.519999999999996,,0.0,69.52,2.519999999999996,Madden 27 baseline
Jalon Kilgore,BUF,SS,DB,67.0,68.55,1.5499999999999972,,0.0,68.55,1.5499999999999972,Madden 27 baseline
DJ Ivey,CIN,CB,DB,67.0,68.69,1.6899999999999977,,0.0,68.69,1.6899999999999977,Madden 27 baseline
Toriano Pride Jr.,CLE,CB,DB,67.0,68.42,1.4200000000000017,,0.0,68.42,1.4200000000000017,Madden 27 baseline
Kamal Hadden,GB,CB,DB,67.0,68.81,1.8100000000000023,,0.0,68.81,1.8100000000000023,Madden 27 baseline
Domani Jackson,GB,CB,DB,67.0,68.69,1.6899999999999977,,0.0,68.69,1.6899999999999977,Madden 27 baseline
Shemar Bartholomew,GB,CB,DB,67.0,68.59,1.5900000000000034,,0.0,68.59,1.5900000000000034,Madden 27 baseline
Kitan Oladapo,GB,SS,DB,67.0,68.0,1.0,,0.0,68.0,1.0,Madden 27 baseline
Johnathan Edwards,IND,CB,DB,67.0,68.39,1.3900000000000006,,0.0,68.39,1.3900000000000006,Madden 27 baseline
Chris Roland-Wallace,KC,FS,DB,67.0,68.93,1.9300000000000068,,0.0,68.93,1.9300000000000068,Madden 27 baseline
Josh Wallace,LA,CB,DB,67.0,68.88,1.8799999999999955,,0.0,68.88,1.8799999999999955,Madden 27 baseline
Deane Leonard,LAC,CB,DB,67.0,68.32,1.3199999999999932,,0.0,68.32,1.3199999999999932,Madden 27 baseline
A.J. Green III,MIA,CB,DB,67.0,69.11,2.1099999999999994,,0.0,69.11,2.1099999999999994,Madden 27 baseline
Ethan Bonner,MIA,CB,DB,67.0,68.54,1.5400000000000063,,0.0,68.54,1.5400000000000063,Madden 27 baseline
Dante Trader Jr,MIA,SS,DB,67.0,68.47,1.4699999999999989,,0.0,68.47,1.4699999999999989,Madden 27 baseline
Michael Dansby,SEA,CB,DB,67.0,68.77,1.769999999999996,,0.0,68.77,1.769999999999996,Madden 27 baseline
D'Anthony Bell,SEA,FS,DB,67.0,68.61,1.6099999999999994,,0.0,68.61,1.6099999999999994,Madden 27 baseline
Andre Fuller,SEA,CB,DB,67.0,68.54,1.5400000000000063,,0.0,68.54,1.5400000000000063,Madden 27 baseline
Miles Killebrew,TB,SS,DB,67.0,67.56,0.5600000000000023,,0.0,67.56,0.5600000000000023,Madden 27 baseline
Micah Robinson,TEN,CB,DB,67.0,68.49,1.4899999999999949,,0.0,68.49,1.4899999999999949,Madden 27 baseline
Kitan Crawford,ARI,SS,DB,66.0,67.45,1.4500000000000028,,0.0,67.45,1.4500000000000028,Madden 27 baseline
Darren Hall,ATL,FS,DB,66.0,67.93,1.9300000000000068,,0.0,67.93,1.9300000000000068,Madden 27 baseline
Dallis Flowers,CHI,CB,DB,66.0,67.84,1.8400000000000034,,0.0,67.84,1.8400000000000034,Madden 27 baseline
Anthony Johnson Jr,CHI,FS,DB,66.0,67.82,1.8199999999999932,,0.0,67.82,1.8199999999999932,Madden 27 baseline
Jalen Davis,CIN,CB,DB,66.0,68.15,2.1500000000000057,,0.0,68.15,2.1500000000000057,Madden 27 baseline
Daijahn Anthony,CIN,FS,DB,66.0,67.54,1.5400000000000063,,0.0,67.54,1.5400000000000063,Madden 27 baseline
Daniel Thomas,CLE,SS,DB,66.0,67.11,1.1099999999999994,,0.0,67.11,1.1099999999999994,Madden 27 baseline
JL Skinner,DEN,SS,DB,66.0,67.9,1.9000000000000057,,0.0,67.9,1.9000000000000057,Madden 27 baseline
Nick Whiteside,DET,CB,DB,66.0,68.08,2.0799999999999983,,0.0,68.08,2.0799999999999983,Madden 27 baseline
Dan Jackson,DET,SS,DB,66.0,67.42,1.4200000000000017,,0.0,67.42,1.4200000000000017,Madden 27 baseline
Jaylin Simpson,GB,FS,DB,66.0,68.31,2.3100000000000023,,0.0,68.31,2.3100000000000023,Madden 27 baseline
MJ Devonshire,GB,CB,DB,66.0,67.92,1.9200000000000017,,0.0,67.92,1.9200000000000017,Madden 27 baseline
Kaevon Merriweather,HOU,SS,DB,66.0,67.25,1.25,,0.0,67.25,1.25,Madden 27 baseline
Juanyeh Thomas,IND,SS,DB,66.0,67.36,1.3599999999999994,,0.0,67.36,1.3599999999999994,Madden 27 baseline
Christian Braswell,JAX,CB,DB,66.0,67.63,1.6299999999999955,,0.0,67.63,1.6299999999999955,Madden 27 baseline
Rayuan Lane III,JAX,FS,DB,66.0,67.63,1.6299999999999955,,0.0,67.63,1.6299999999999955,Madden 27 baseline
Reese Taylor,MIA,CB,DB,66.0,67.97,1.9699999999999989,,0.0,67.97,1.9699999999999989,Madden 27 baseline
Marcellas Dial Jr,MIA,CB,DB,66.0,67.54,1.5400000000000063,,0.0,67.54,1.5400000000000063,Madden 27 baseline
Zayne Anderson,MIA,SS,DB,66.0,67.4,1.4000000000000057,,0.0,67.4,1.4000000000000057,Madden 27 baseline
Dwight McGlothern,MIN,CB,DB,66.0,67.85,1.8499999999999943,,0.0,67.85,1.8499999999999943,Madden 27 baseline
Brenden Schooler,NE,SS,DB,66.0,67.14,1.1400000000000006,,0.0,67.14,1.1400000000000006,Madden 27 baseline
Lorenzo Styles Jr.,NO,SS,DB,66.0,67.96,1.9599999999999937,,0.0,67.96,1.9599999999999937,Madden 27 baseline
Shemar Jean-Charles,SEA,CB,DB,66.0,67.94,1.9399999999999977,,0.0,67.94,1.9399999999999977,Madden 27 baseline
Siran Neal,SF,SS,DB,66.0,67.93,1.9300000000000068,,0.0,67.93,1.9300000000000068,Madden 27 baseline
Chase Lucas,TB,CB,DB,66.0,67.97,1.9699999999999989,,0.0,67.97,1.9699999999999989,Madden 27 baseline
Erick Hallett II,TEN,SS,DB,66.0,67.74,1.7399999999999949,,0.0,67.74,1.7399999999999949,Madden 27 baseline
Cobee Bryant,ATL,CB,DB,65.0,67.18,2.180000000000007,,0.0,67.18,2.180000000000007,Madden 27 baseline
Keyon Martin,BAL,CB,DB,65.0,66.5,1.5,,0.0,66.5,1.5,Madden 27 baseline
Corey Thornton,CAR,CB,DB,65.0,67.25,2.25,,0.0,67.25,2.25,Madden 27 baseline
Tyrek Funderburk,CAR,CB,DB,65.0,66.74,1.7399999999999949,,0.0,66.74,1.7399999999999949,Madden 27 baseline
Demani Richardson,CAR,SS,DB,65.0,66.52,1.519999999999996,,0.0,66.52,1.519999999999996,Madden 27 baseline
Josh Blackwell,CHI,CB,DB,65.0,66.45,1.4500000000000028,,0.0,66.45,1.4500000000000028,Madden 27 baseline
Reddy Steward,DAL,CB,DB,65.0,66.83,1.8299999999999983,,0.0,66.83,1.8299999999999983,Madden 27 baseline
Alijah Clark,DAL,FS,DB,65.0,66.61,1.6099999999999994,,0.0,66.61,1.6099999999999994,Madden 27 baseline
Tycen Anderson,DEN,SS,DB,65.0,66.75,1.75,,0.0,66.75,1.75,Madden 27 baseline
Devon Key,DEN,FS,DB,65.0,66.31,1.3100000000000023,,0.0,66.31,1.3100000000000023,Madden 27 baseline
Brandon Codrington,HOU,CB,DB,65.0,66.71,1.7099999999999937,,0.0,66.71,1.7099999999999937,Madden 27 baseline
Hunter Wohler,IND,SS,DB,65.0,66.6,1.5999999999999943,,0.0,66.6,1.5999999999999943,Madden 27 baseline
Chigozie Anusiem,LV,CB,DB,65.0,66.8,1.7999999999999972,,0.0,66.8,1.7999999999999972,Madden 27 baseline
Zemaiah Vaughn,MIN,CB,DB,65.0,66.82,1.8199999999999932,,0.0,66.82,1.8199999999999932,Madden 27 baseline
Charles Woods,NE,CB,DB,65.0,67.55,2.549999999999997,,0.0,67.55,2.549999999999997,Madden 27 baseline
Kobee Minor,NE,CB,DB,65.0,67.07,2.069999999999993,,0.0,67.07,2.069999999999993,Madden 27 baseline
Rejzohn Wright,NO,CB,DB,65.0,67.04,2.0400000000000063,,0.0,67.04,2.0400000000000063,Madden 27 baseline
VJ Payne,NYJ,SS,DB,65.0,66.92,1.9200000000000017,,0.0,66.92,1.9200000000000017,Madden 27 baseline
Cole Wisniewski,PHI,FS,DB,65.0,66.69,1.6899999999999977,,0.0,66.69,1.6899999999999977,Madden 27 baseline
Robert Spears-Jennings,PIT,SS,DB,65.0,66.77,1.769999999999996,,0.0,66.77,1.769999999999996,Madden 27 baseline
Maxen Hook,SEA,FS,DB,65.0,66.78,1.7800000000000011,,0.0,66.78,1.7800000000000011,Madden 27 baseline
Damarion Williams,TB,CB,DB,65.0,67.04,2.0400000000000063,,0.0,67.04,2.0400000000000063,Madden 27 baseline
Jerrick Reed II,TEN,FS,DB,65.0,66.7,1.7000000000000028,,0.0,66.7,1.7000000000000028,Madden 27 baseline
Tyler Owens,WAS,SS,DB,65.0,66.6,1.5999999999999943,,0.0,66.6,1.5999999999999943,Madden 27 baseline
Marquise Robinson,BAL,CB,DB,64.0,66.04,2.0400000000000063,,0.0,66.04,2.0400000000000063,Madden 27 baseline
Gervarrius Owens,CHI,SS,DB,64.0,66.16,2.1599999999999966,,0.0,66.16,2.1599999999999966,Madden 27 baseline
D'Angelo Ross,CLE,CB,DB,64.0,65.6,1.5999999999999943,,0.0,65.6,1.5999999999999943,Madden 27 baseline
Miles Scott,DEN,FS,DB,64.0,66.26,2.260000000000005,,0.0,66.26,2.260000000000005,Madden 27 baseline
Loren Strickland,DET,SS,DB,64.0,65.75,1.75,,0.0,65.75,1.75,Madden 27 baseline
Khalil Dorsey,DET,CB,DB,64.0,65.69,1.6899999999999977,,0.0,65.69,1.6899999999999977,Madden 27 baseline
Collin Wright,HOU,CB,DB,64.0,65.91,1.9099999999999966,,0.0,65.91,1.9099999999999966,Madden 27 baseline
Alijah Huzzie,HOU,CB,DB,64.0,65.6,1.5999999999999943,,0.0,65.6,1.5999999999999943,Madden 27 baseline
Devon Marshall,JAX,CB,DB,64.0,66.24,2.239999999999995,,0.0,66.24,2.239999999999995,Madden 27 baseline
Al'Zillion Hamilton,LA,CB,DB,64.0,66.27,2.269999999999996,,0.0,66.27,2.269999999999996,Madden 27 baseline
Cam Lampkin,LA,CB,DB,64.0,66.03,2.030000000000001,,0.0,66.03,2.030000000000001,Madden 27 baseline
Kendall Williamson,LAC,FS,DB,64.0,66.23,2.230000000000004,,0.0,66.23,2.230000000000004,Madden 27 baseline
Nikko Reed,LAC,CB,DB,64.0,66.16,2.1599999999999966,,0.0,66.16,2.1599999999999966,Madden 27 baseline
Miles Battle,MIA,CB,DB,64.0,66.11,2.1099999999999994,,0.0,66.11,2.1099999999999994,Madden 27 baseline
Julius Wood,MIA,SS,DB,64.0,65.69,1.6899999999999977,,0.0,65.69,1.6899999999999977,Madden 27 baseline
Louis Moore,MIA,FS,DB,64.0,65.45,1.4500000000000028,,0.0,65.45,1.4500000000000028,Madden 27 baseline
John Saunders Jr,NE,FS,DB,64.0,65.74,1.7399999999999949,,0.0,65.74,1.7399999999999949,Madden 27 baseline
TJ Hall,NO,CB,DB,64.0,66.29,2.2900000000000063,,0.0,66.29,2.2900000000000063,Madden 27 baseline
Keidron Smith,NYJ,SS,DB,64.0,66.11,2.1099999999999994,,0.0,66.11,2.1099999999999994,Madden 27 baseline
Dean Clark,NYJ,FS,DB,64.0,65.79,1.7900000000000063,,0.0,65.79,1.7900000000000063,Madden 27 baseline
Mory Bamba,NYJ,CB,DB,64.0,65.74,1.7399999999999949,,0.0,65.74,1.7399999999999949,Madden 27 baseline
Patrick McMorris,SF,FS,DB,64.0,66.18,2.180000000000007,,0.0,66.18,2.180000000000007,Madden 27 baseline
Kevin Knowles,TB,CB,DB,64.0,65.83,1.8299999999999983,,0.0,65.83,1.8299999999999983,Madden 27 baseline
Marcus Banks,TB,FS,DB,64.0,65.7,1.7000000000000028,,0.0,65.7,1.7000000000000028,Madden 27 baseline
JJ Roberts,TB,SS,DB,64.0,65.55,1.5499999999999972,,0.0,65.55,1.5499999999999972,Madden 27 baseline
Rashad Wisdom,TB,FS,DB,64.0,65.51,1.5100000000000051,,0.0,65.51,1.5100000000000051,Madden 27 baseline
Qwuantrezz Knight,WAS,SS,DB,64.0,65.63,1.6299999999999955,,0.0,65.63,1.6299999999999955,Madden 27 baseline
Joey Blount,ARI,FS,DB,63.0,65.0,2.0,,0.0,65.0,2.0,Madden 27 baseline
Natrone Brooks,ATL,CB,DB,63.0,65.28,2.280000000000001,,0.0,65.28,2.280000000000001,Madden 27 baseline
Silas Walters,BAL,FS,DB,63.0,64.96,1.9599999999999937,,0.0,64.96,1.9599999999999937,Madden 27 baseline
PJ Jules,CIN,SS,DB,63.0,65.2,2.200000000000003,,0.0,65.2,2.200000000000003,Madden 27 baseline
Zion Childress,DAL,SS,DB,63.0,65.51,2.510000000000005,,0.0,65.51,2.510000000000005,Madden 27 baseline
Johnathan Baldwin,GB,FS,DB,63.0,64.93,1.9300000000000068,,0.0,64.93,1.9300000000000068,Madden 27 baseline
Trevian Thomas,JAX,CB,DB,63.0,65.1,2.0999999999999943,,0.0,65.1,2.0999999999999943,Madden 27 baseline
Zelmar Vedder,KC,CB,DB,63.0,65.13,2.1299999999999955,,0.0,65.13,2.1299999999999955,Madden 27 baseline
Xavier Nwankpa,KC,FS,DB,63.0,64.63,1.6299999999999955,,0.0,64.63,1.6299999999999955,Madden 27 baseline
Tanner Ingle,LA,FS,DB,63.0,65.25,2.25,,0.0,65.25,2.25,Madden 27 baseline
Nate Valcarcel,LA,SS,DB,63.0,64.86,1.8599999999999994,,0.0,64.86,1.8599999999999994,Madden 27 baseline
Nick Andersen,LA,FS,DB,63.0,64.75,1.75,,0.0,64.75,1.75,Madden 27 baseline
Myles Purchase,LAC,CB,DB,63.0,65.13,2.1299999999999955,,0.0,65.13,2.1299999999999955,Madden 27 baseline
Greedy Vance Jr,LV,CB,DB,63.0,65.37,2.3700000000000045,,0.0,65.37,2.3700000000000045,Madden 27 baseline
Storm Duck,MIA,CB,DB,63.0,65.08,2.0799999999999983,,0.0,65.08,2.0799999999999983,Madden 27 baseline
Major Burns,MIA,SS,DB,63.0,64.7,1.7000000000000028,,0.0,64.7,1.7000000000000028,Madden 27 baseline
Jacob Thomas,MIN,SS,DB,63.0,64.76,1.7600000000000051,,0.0,64.76,1.7600000000000051,Madden 27 baseline
Mike Brown,NE,FS,DB,63.0,64.72,1.7199999999999989,,0.0,64.72,1.7199999999999989,Madden 27 baseline
Beau Brade,NYG,SS,DB,63.0,64.94,1.9399999999999977,,0.0,64.94,1.9399999999999977,Madden 27 baseline
Jordan Clark,NYJ,CB,DB,63.0,65.25,2.25,,0.0,65.25,2.25,Madden 27 baseline
D'Shawn Jamison,PIT,CB,DB,63.0,65.15,2.1500000000000057,,0.0,65.15,2.1500000000000057,Madden 27 baseline
AJ Finley,SEA,SS,DB,63.0,65.46,2.4599999999999937,,0.0,65.46,2.4599999999999937,Madden 27 baseline
Kendell Brooks,TEN,FS,DB,63.0,64.83,1.8299999999999983,,0.0,64.83,1.8299999999999983,Madden 27 baseline
Chris Edmonds,CLE,SS,DB,62.0,64.53,2.530000000000001,,0.0,64.53,2.530000000000001,Madden 27 baseline
